Proportion.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
0.6	0.12843567251462	0.025887636628341	0.0025887636628341	weighted	No	D1
0.65	0.103040935672515	0.0233941017251033	0.00233941017251033	weighted	No	D1
0.7	0.0716812865497076	0.0196184339619981	0.00196184339619981	weighted	No	D1
0.75	0.0546929824561403	0.01747245471365	0.001747245471365	weighted	No	D1
0.8	0.034078947368421	0.0141907833250977	0.00141907833250977	weighted	No	D1
0.85	0.0192251461988304	0.00895552595018705	0.000895552595018705	weighted	No	D1
0.9	0.00821637426900585	0.00480539262218879	0.000480539262218879	weighted	No	D1
0.95	0.00220760233918129	0.00210374278099386	0.000210374278099386	weighted	No	D1
1	0	0	0	weighted	No	D1
0.05	0.64593567251462	0.0206697675043489	0.00206697675043489	unweighted	No	D1
0.1	0.588508771929825	0.0283554167815852	0.00283554167815852	unweighted	No	D1
0.15	0.528888888888889	0.0331313123730303	0.00331313123730303	unweighted	No	D1
0.2	0.476154970760234	0.0359932806183155	0.00359932806183155	unweighted	No	D1
0.25	0.420131578947368	0.0339497972859243	0.00339497972859243	unweighted	No	D1
0.3	0.364298245614035	0.0406861737512548	0.00406861737512548	unweighted	No	D1
0.35	0.328260233918129	0.0349455735877648	0.00349455735877648	unweighted	No	D1
0.4	0.280321637426901	0.0401128777579391	0.00401128777579391	unweighted	No	D1
0.45	0.23296783625731	0.0359558795236462	0.00359558795236462	unweighted	No	D1
0.5	0.202558479532164	0.031038767419823	0.0031038767419823	unweighted	No	D1
0.55	0.165730994152047	0.0291477078793894	0.00291477078793894	unweighted	No	D1
0.6	0.127690058479532	0.0262584781642685	0.00262584781642685	unweighted	No	D1
0.65	0.102251461988304	0.0231662771655388	0.00231662771655388	unweighted	No	D1
0.7	0.0766959064327485	0.0201010785292531	0.00201010785292531	unweighted	No	D1
0.75	0.0519444444444444	0.0157288856535324	0.00157288856535324	unweighted	No	D1
0.8	0.0351608187134503	0.0135457740806111	0.00135457740806111	unweighted	No	D1
0.85	0.0197368421052632	0.00841132709047988	0.000841132709047988	unweighted	No	D1
0.9	0.00839181286549708	0.00567794404719332	0.000567794404719332	unweighted	No	D1
0.95	0.00260233918128655	0.00276129022219789	0.000276129022219789	unweighted	No	D1
1	0	0	0	unweighted	No	D1
0.05	0.407105263157895	0.06258943130781	0.006258943130781	weighted	Yes	D1
0.1	0.329020467836257	0.0827269200218745	0.00827269200218745	weighted	Yes	D1
0.15	0.270073099415205	0.0894023697442681	0.00894023697442681	weighted	Yes	D1
0.2	0.217836257309942	0.0776096901171328	0.00776096901171328	weighted	Yes	D1
0.25	0.185233918128655	0.0778437097439194	0.00778437097439194	weighted	Yes	D1
0.3	0.152046783625731	0.0759770870946416	0.00759770870946416	weighted	Yes	D1
0.35	0.113684210526316	0.0687789681650459	0.00687789681650459	weighted	Yes	D1
0.4	0.0912280701754386	0.0511845669753865	0.00511845669753865	weighted	Yes	D1
0.45	0.0759210526315789	0.0550939999340579	0.00550939999340579	weighted	Yes	D1
0.5	0.0430701754385965	0.0371583326758111	0.00371583326758111	weighted	Yes	D1
0.55	0.0317690058479532	0.0351626185595349	0.00351626185595349	weighted	Yes	D1
0.6	0.0246198830409357	0.030398023351877	0.0030398023351877	weighted	Yes	D1
0.65	0.0203508771929825	0.0236330156873818	0.00236330156873818	weighted	Yes	D1
0.7	0.0112573099415205	0.0157796529382999	0.00157796529382999	weighted	Yes	D1
0.75	0.00631578947368421	0.0118970099286564	0.00118970099286564	weighted	Yes	D1
0.8	0.0039766081871345	0.00792655969253312	0.000792655969253312	weighted	Yes	D1
0.85	0.00187134502923977	0.00424884604590725	0.000424884604590725	weighted	Yes	D1
0.9	0.000950292397660819	0.0025396873627293	0.00025396873627293	weighted	Yes	D1
0.95	0.000657894736842105	0.00110690215742061	0.000110690215742061	weighted	Yes	D1
1	0	0	0	weighted	Yes	D1
0.05	0.413464912280702	0.0675553386924841	0.00675553386924841	unweighted	Yes	D1
0.1	0.328830409356725	0.0786145829212603	0.00786145829212603	unweighted	Yes	D1
0.15	0.283713450292398	0.0821687456394566	0.00821687456394566	unweighted	Yes	D1
0.2	0.252149122807018	0.0763050030184438	0.00763050030184438	unweighted	Yes	D1
0.25	0.192207602339181	0.0854632034733309	0.00854632034733309	unweighted	Yes	D1
0.3	0.156067251461988	0.0733795727157848	0.00733795727157848	unweighted	Yes	D1
0.35	0.119415204678363	0.0698448140158839	0.00698448140158839	unweighted	Yes	D1
0.4	0.0934649122807018	0.06528238854947	0.00652823885494701	unweighted	Yes	D1
0.45	0.0644590643274854	0.0508923041464142	0.00508923041464142	unweighted	Yes	D1
0.5	0.0461695906432749	0.0422516076196866	0.00422516076196866	unweighted	Yes	D1
0.55	0.0344152046783626	0.0355701447562944	0.00355701447562944	unweighted	Yes	D1
0.6	0.0281286549707602	0.0291674041099897	0.00291674041099897	unweighted	Yes	D1
0.65	0.0190789473684211	0.0244737801906475	0.00244737801906475	unweighted	Yes	D1
0.7	0.0154678362573099	0.0199260592062363	0.00199260592062363	unweighted	Yes	D1
0.75	0.00785087719298246	0.011237730694424	0.0011237730694424	unweighted	Yes	D1
0.8	0.0037719298245614	0.00664362313026234	0.000664362313026234	unweighted	Yes	D1
0.85	0.00192982456140351	0.00418123388185912	0.000418123388185912	unweighted	Yes	D1
0.9	0.000760233918128655	0.00200909582269491	0.000200909582269491	unweighted	Yes	D1
0.95	0.000599415204678363	0.000722677003543436	7.22677003543436e-05	unweighted	Yes	D1
1	0	0	0	unweighted	Yes	D1
0.05	0.647704678362573	0.02119585631996	0.002119585631996	weighted	No	D1
0.1	0.593114035087719	0.0284347015974995	0.00284347015974995	weighted	No	D1
0.15	0.533771929824561	0.0344922721693414	0.00344922721693414	weighted	No	D1
0.2	0.472543859649123	0.0403928359084654	0.00403928359084654	weighted	No	D1
0.25	0.425657894736842	0.0359690871753879	0.00359690871753879	weighted	No	D1
0.3	0.375043859649123	0.0386640803321773	0.00386640803321773	weighted	No	D1
0.35	0.322163742690058	0.0399963968988557	0.00399963968988557	weighted	No	D1
0.4	0.278011695906433	0.041313518258982	0.0041313518258982	weighted	No	D1
0.45	0.235423976608187	0.0322465057058395	0.00322465057058395	weighted	No	D1
0.5	0.197383040935673	0.0348998498689431	0.00348998498689431	weighted	No	D1
0.55	0.16	0.0313639491479549	0.00313639491479549	weighted	No	D1
0.6	0.12843567251462	0.025887636628341	0.0025887636628341	weighted	No	D1
0.65	0.103040935672515	0.0233941017251033	0.00233941017251033	weighted	No	D1
0.7	0.0716812865497076	0.0196184339619981	0.00196184339619981	weighted	No	D1
0.75	0.0546929824561403	0.01747245471365	0.001747245471365	weighted	No	D1
0.8	0.034078947368421	0.0141907833250977	0.00141907833250977	weighted	No	D1
0.85	0.0192251461988304	0.00895552595018705	0.000895552595018705	weighted	No	D1
0.9	0.00821637426900585	0.00480539262218879	0.000480539262218879	weighted	No	D1
0.95	0.00220760233918129	0.00210374278099386	0.000210374278099386	weighted	No	D1
1	0	0	0	weighted	No	D1
0.05	0.64593567251462	0.0206697675043489	0.00206697675043489	unweighted	No	D1
0.1	0.588508771929825	0.0283554167815852	0.00283554167815852	unweighted	No	D1
0.15	0.528888888888889	0.0331313123730303	0.00331313123730303	unweighted	No	D1
0.2	0.476154970760234	0.0359932806183155	0.00359932806183155	unweighted	No	D1
0.25	0.420131578947368	0.0339497972859243	0.00339497972859243	unweighted	No	D1
0.3	0.364298245614035	0.0406861737512548	0.00406861737512548	unweighted	No	D1
0.35	0.328260233918129	0.0349455735877648	0.00349455735877648	unweighted	No	D1
0.4	0.280321637426901	0.0401128777579391	0.00401128777579391	unweighted	No	D1
0.45	0.23296783625731	0.0359558795236462	0.00359558795236462	unweighted	No	D1
0.5	0.202558479532164	0.031038767419823	0.0031038767419823	unweighted	No	D1
0.55	0.165730994152047	0.0291477078793894	0.00291477078793894	unweighted	No	D1
0.6	0.127690058479532	0.0262584781642685	0.00262584781642685	unweighted	No	D1
0.65	0.102251461988304	0.0231662771655388	0.00231662771655388	unweighted	No	D1
0.7	0.0766959064327485	0.0201010785292531	0.00201010785292531	unweighted	No	D1
0.75	0.0519444444444444	0.0157288856535324	0.00157288856535324	unweighted	No	D1
0.8	0.0351608187134503	0.0135457740806111	0.00135457740806111	unweighted	No	D1
0.85	0.0197368421052632	0.00841132709047988	0.000841132709047988	unweighted	No	D1
0.9	0.00839181286549708	0.00567794404719332	0.000567794404719332	unweighted	No	D1
0.95	0.00260233918128655	0.00276129022219789	0.000276129022219789	unweighted	No	D1
1	0	0	0	unweighted	No	D1
