Proportion.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
0.15	0.00538888888888889	0.00095248115554314	9.5248115554314e-05	unweighted	Yes	D6
0.2	0.00533333333333333	0.00109414658648296	0.000109414658648296	unweighted	Yes	D6
0.25	0.00483333333333333	0.00187776482772017	0.000187776482772017	unweighted	Yes	D6
0.3	0.00438888888888889	0.00227422322633518	0.000227422322633518	unweighted	Yes	D6
0.35	0.00422222222222222	0.0023846371999496	0.00023846371999496	unweighted	Yes	D6
0.4	0.00377777777777778	0.00260458984590084	0.000260458984590084	unweighted	Yes	D6
0.45	0.00383333333333333	0.00258235110395407	0.000258235110395407	unweighted	Yes	D6
0.5	0.00355555555555556	0.00268010084069123	0.000268010084069123	unweighted	Yes	D6
0.55	0.00327777777777778	0.00274617261346506	0.000274617261346506	unweighted	Yes	D6
0.6	0.00283333333333333	0.00279121329886495	0.000279121329886495	unweighted	Yes	D6
0.65	0.00227777777777778	0.00274617261346506	0.000274617261346506	unweighted	Yes	D6
0.7	0.00194444444444444	0.00266318047467279	0.000266318047467279	unweighted	Yes	D6
0.75	0.00177777777777778	0.00260458984590084	0.000260458984590084	unweighted	Yes	D6
0.8	0.00122222222222222	0.00231296222162904	0.000231296222162904	unweighted	Yes	D6
0.85	0.000888888888888889	0.00204696082876373	0.000204696082876373	unweighted	Yes	D6
0.9	0.000833333333333333	0.00199372378490354	0.000199372378490354	unweighted	Yes	D6
0.95	0.000333333333333333	0.00132601809208857	0.000132601809208857	unweighted	Yes	D6
1	0	0	0	unweighted	Yes	D6
0.05	0.00977777777777778	0.00274900927635693	0.000274900927635693	weighted	No	D6
0.1	0.00983333333333333	0.00247886690743597	0.000247886690743596	weighted	No	D6
0.15	0.0085	0.00339220367405983	0.000339220367405983	weighted	No	D6
0.2	0.00772222222222222	0.00352206094933623	0.000352206094933623	weighted	No	D6
0.25	0.007	0.00358566098631989	0.000358566098631989	weighted	No	D6
0.3	0.00622222222222222	0.00389089254139386	0.000389089254139386	weighted	No	D6
0.35	0.00572222222222222	0.0035712860499238	0.00035712860499238	weighted	No	D6
0.4	0.00572222222222222	0.00390488932218712	0.000390488932218712	weighted	No	D6
0.45	0.00488888888888889	0.0040479727089927	0.00040479727089927	weighted	No	D6
0.5	0.0045	0.00400266465678274	0.000400266465678274	weighted	No	D6
0.55	0.004	0.0040325400462168	0.00040325400462168	weighted	No	D6
0.6	0.00305555555555556	0.00319532877038759	0.000319532877038759	weighted	No	D6
0.65	0.00261111111111111	0.00339220367405983	0.000339220367405983	weighted	No	D6
0.7	0.00233333333333333	0.00327292817828424	0.000327292817828424	weighted	No	D6
0.75	0.00177777777777778	0.00283388894444455	0.000283388894444455	weighted	No	D6
0.8	0.00183333333333333	0.00274162784806107	0.000274162784806107	weighted	No	D6
0.85	0.000833333333333333	0.00214440053920151	0.000214440053920151	weighted	No	D6
0.9	0.000611111111111111	0.00174703354297345	0.000174703354297345	weighted	No	D6
0.95	5e-04	0.00159790828480367	0.000159790828480367	weighted	No	D6
1	0	0	0	weighted	No	D6
0.05	0.00977777777777778	0.00263316024188783	0.000263316024188783	unweighted	No	D6
0.1	0.00972222222222222	0.00254342507234649	0.000254342507234649	unweighted	No	D6
0.15	0.009	0.00303572280014441	0.000303572280014441	unweighted	No	D6
0.2	0.008	0.00347079095080179	0.000347079095080179	unweighted	No	D6
0.25	0.00711111111111111	0.00387483431133086	0.000387483431133086	unweighted	No	D6
0.3	0.00633333333333333	0.00394974036283175	0.000394974036283175	unweighted	No	D6
0.35	0.00588888888888889	0.00360300826216428	0.000360300826216428	unweighted	No	D6
0.4	0.00516666666666667	0.00388888888888889	0.000388888888888889	unweighted	No	D6
0.45	0.00472222222222222	0.00381769039409043	0.000381769039409043	unweighted	No	D6
0.5	0.00377777777777778	0.00377705149155021	0.000377705149155021	unweighted	No	D6
0.55	0.00405555555555556	0.00342876849949367	0.000342876849949367	unweighted	No	D6
0.6	0.00294444444444444	0.0035712860499238	0.00035712860499238	unweighted	No	D6
0.65	0.00227777777777778	0.0030679017991224	0.00030679017991224	unweighted	No	D6
0.7	0.00266666666666667	0.00310677909075347	0.000310677909075347	unweighted	No	D6
0.75	0.00166666666666667	0.00267777335363415	0.000267777335363415	unweighted	No	D6
0.8	0.00133333333333333	0.00251197406782417	0.000251197406782417	unweighted	No	D6
0.85	0.000944444444444444	0.00209736204482576	0.000209736204482576	unweighted	No	D6
0.9	0.000833333333333333	0.00199372378490354	0.000199372378490354	unweighted	No	D6
0.95	0.000333333333333333	0.00132601809208857	0.000132601809208857	unweighted	No	D6
1	0	0	0	unweighted	No	D6
0.05	0.00555555555555556	0	0	weighted	Yes	D6
0.1	0.00544444444444444	0.000781696078534943	7.81696078534943e-05	weighted	Yes	D6
0.15	0.00516666666666667	0.00142462444431246	0.000142462444431246	weighted	Yes	D6
0.2	0.00533333333333333	0.00109414658648296	0.000109414658648296	weighted	Yes	D6
0.25	0.00494444444444444	0.00174703354297345	0.000174703354297345	weighted	Yes	D6
0.3	0.00444444444444444	0.00223341736724269	0.000223341736724269	weighted	Yes	D6
0.35	0.00411111111111111	0.00244913334598227	0.000244913334598227	weighted	Yes	D6
0.4	0.00427777777777778	0.00234973658156473	0.000234973658156473	weighted	Yes	D6
0.45	0.00388888888888889	0.00255870103595466	0.000255870103595466	weighted	Yes	D6
0.5	0.00305555555555556	0.00277777777777778	0.000277777777777778	weighted	Yes	D6
0.55	0.00305555555555556	0.00277777777777778	0.000277777777777778	weighted	Yes	D6
0.6	0.00233333333333333	0.00275580535416032	0.000275580535416032	weighted	Yes	D6
0.65	0.00244444444444444	0.00277159806427699	0.000277159806427699	weighted	Yes	D6
0.7	0.00183333333333333	0.00262545312569589	0.000262545312569589	weighted	Yes	D6
0.75	0.00183333333333333	0.00262545312569589	0.000262545312569589	weighted	Yes	D6
0.8	0.00122222222222222	0.00231296222162904	0.000231296222162904	weighted	Yes	D6
0.85	0.00127777777777778	0.00234973658156473	0.000234973658156473	weighted	Yes	D6
0.9	0.000555555555555556	0.00167506302543202	0.000167506302543202	weighted	Yes	D6
0.95	0.000333333333333333	0.00132601809208857	0.000132601809208857	weighted	Yes	D6
1	0	0	0	weighted	Yes	D6
0.05	0.0055	0.000555555555555556	5.55555555555556e-05	unweighted	Yes	D6
0.1	0.00555555555555556	0	0	unweighted	Yes	D6
0.15	0.00538888888888889	0.00095248115554314	9.5248115554314e-05	unweighted	Yes	D6
0.2	0.00533333333333333	0.00109414658648296	0.000109414658648296	unweighted	Yes	D6
0.25	0.00483333333333333	0.00187776482772017	0.000187776482772017	unweighted	Yes	D6
0.3	0.00438888888888889	0.00227422322633518	0.000227422322633518	unweighted	Yes	D6
0.35	0.00422222222222222	0.0023846371999496	0.00023846371999496	unweighted	Yes	D6
0.4	0.00377777777777778	0.00260458984590084	0.000260458984590084	unweighted	Yes	D6
0.45	0.00383333333333333	0.00258235110395407	0.000258235110395407	unweighted	Yes	D6
0.5	0.00355555555555556	0.00268010084069123	0.000268010084069123	unweighted	Yes	D6
0.55	0.00327777777777778	0.00274617261346506	0.000274617261346506	unweighted	Yes	D6
0.6	0.00283333333333333	0.00279121329886495	0.000279121329886495	unweighted	Yes	D6
0.65	0.00227777777777778	0.00274617261346506	0.000274617261346506	unweighted	Yes	D6
0.7	0.00194444444444444	0.00266318047467279	0.000266318047467279	unweighted	Yes	D6
0.75	0.00177777777777778	0.00260458984590084	0.000260458984590084	unweighted	Yes	D6
0.8	0.00122222222222222	0.00231296222162904	0.000231296222162904	unweighted	Yes	D6
0.85	0.000888888888888889	0.00204696082876373	0.000204696082876373	unweighted	Yes	D6
0.9	0.000833333333333333	0.00199372378490354	0.000199372378490354	unweighted	Yes	D6
0.95	0.000333333333333333	0.00132601809208857	0.000132601809208857	unweighted	Yes	D6
1	0	0	0	unweighted	Yes	D6
0.05	0.00977777777777778	0.00274900927635693	0.000274900927635693	weighted	No	D6
0.1	0.00983333333333333	0.00247886690743597	0.000247886690743596	weighted	No	D6
0.15	0.0085	0.00339220367405983	0.000339220367405983	weighted	No	D6
0.2	0.00772222222222222	0.00352206094933623	0.000352206094933623	weighted	No	D6
0.25	0.007	0.00358566098631989	0.000358566098631989	weighted	No	D6
0.3	0.00622222222222222	0.00389089254139386	0.000389089254139386	weighted	No	D6
0.35	0.00572222222222222	0.0035712860499238	0.00035712860499238	weighted	No	D6
0.4	0.00572222222222222	0.00390488932218712	0.000390488932218712	weighted	No	D6
0.45	0.00488888888888889	0.0040479727089927	0.00040479727089927	weighted	No	D6
0.5	0.0045	0.00400266465678274	0.000400266465678274	weighted	No	D6
0.55	0.004	0.0040325400462168	0.00040325400462168	weighted	No	D6
0.6	0.00305555555555556	0.00319532877038759	0.000319532877038759	weighted	No	D6
0.65	0.00261111111111111	0.00339220367405983	0.000339220367405983	weighted	No	D6
0.7	0.00233333333333333	0.00327292817828424	0.000327292817828424	weighted	No	D6
0.75	0.00177777777777778	0.00283388894444455	0.000283388894444455	weighted	No	D6
0.8	0.00183333333333333	0.00274162784806107	0.000274162784806107	weighted	No	D6
0.85	0.000833333333333333	0.00214440053920151	0.000214440053920151	weighted	No	D6
0.9	0.000611111111111111	0.00174703354297345	0.000174703354297345	weighted	No	D6
0.95	5e-04	0.00159790828480367	0.000159790828480367	weighted	No	D6
1	0	0	0	weighted	No	D6
0.05	0.00977777777777778	0.00263316024188783	0.000263316024188783	unweighted	No	D6
0.1	0.00972222222222222	0.00254342507234649	0.000254342507234649	unweighted	No	D6
0.15	0.009	0.00303572280014441	0.000303572280014441	unweighted	No	D6
0.2	0.008	0.00347079095080179	0.000347079095080179	unweighted	No	D6
0.25	0.00711111111111111	0.00387483431133086	0.000387483431133086	unweighted	No	D6
0.3	0.00633333333333333	0.00394974036283175	0.000394974036283175	unweighted	No	D6
0.35	0.00588888888888889	0.00360300826216428	0.000360300826216428	unweighted	No	D6
0.4	0.00516666666666667	0.00388888888888889	0.000388888888888889	unweighted	No	D6
0.45	0.00472222222222222	0.00381769039409043	0.000381769039409043	unweighted	No	D6
0.5	0.00377777777777778	0.00377705149155021	0.000377705149155021	unweighted	No	D6
0.55	0.00405555555555556	0.00342876849949367	0.000342876849949367	unweighted	No	D6
0.6	0.00294444444444444	0.0035712860499238	0.00035712860499238	unweighted	No	D6
0.65	0.00227777777777778	0.0030679017991224	0.00030679017991224	unweighted	No	D6
0.7	0.00266666666666667	0.00310677909075347	0.000310677909075347	unweighted	No	D6
0.75	0.00166666666666667	0.00267777335363415	0.000267777335363415	unweighted	No	D6
0.8	0.00133333333333333	0.00251197406782417	0.000251197406782417	unweighted	No	D6
0.85	0.000944444444444444	0.00209736204482576	0.000209736204482576	unweighted	No	D6
0.9	0.000833333333333333	0.00199372378490354	0.000199372378490354	unweighted	No	D6
0.95	0.000333333333333333	0.00132601809208857	0.000132601809208857	unweighted	No	D6
1	0	0	0	unweighted	No	D6
